GEOID10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,COUNT,Shape_Leng,Shape_Area
53027001500,26460372,56978585,46.9862727,-123.9948001,3906,0.600539251,0.009863557
53027001200,3587735,1318603,46.9685991,-123.8400085,4448,0.13318529,0.00057993
53027000500,134781186,2066833,47.0226388,-123.434974,6803,0.761572251,0.016194612
53027000300,1445970274,25905335,47.2804542,-123.8016043,3334,3.364914826,0.17495994
53027000600,99280920,376260,47.0399721,-123.2720329,3667,0.557135655,0.011795629
53027000700,980911677,4392352,46.8838437,-123.4719192,4538,2.133111131,0.116280898
53027000200,317752662,100317380,47.1038049,-124.1174848,7599,1.272567441,0.049547876
53027001600,294703014,80906843,46.8708504,-123.9676374,6661,1.08931096,0.044315875
53027000400,650144856,8999501,47.1561373,-123.5886635,6773,1.932085085,0.078223703
53027990000,0,493383295,47.1641787,-124.2656355,0,1.939108196,0.058531864
53027940000,782767626,42846428,47.4174826,-124.1402951,1218,1.649652815,0.098399145
53061041904,1429901,0,47.916772,-122.2388771,5600,0.068161797,0.000172053
53061041701,2910728,401752,47.8899399,-122.2149774,4359,0.102643003,0.000398368
53055960500,124537989,119767710,48.5215643,-122.8738815,2753,0.871321487,0.029737423
53055960100,167384619,97712556,48.6493031,-122.9064727,5354,1.41986592,0.032354886
53055990100,0,826423902,48.3526881,-123.0563093,0,4.459558599,0.100665825
53055960400,15103664,11600083,48.526129,-122.997259,2901,0.314300061,0.003251288
53055960300,143410794,102605358,48.5732761,-123.1150765,4761,1.190813002,0.029972111
53059950200,333755326,16048990,45.6637874,-122.0847591,4264,1.186863517,0.040383146
53059950100,3564291635,34843360,46.083448,-121.9117513,98,3.413913985,0.418666321
53059950300,77935726,4190812,45.730763,-121.9349536,2010,0.638715054,0.009494785
53059950400,219526816,16563672,45.7497026,-121.6850022,2234,1.069427788,0.027302611
53059950500,92673942,1206032,45.7851341,-121.8925277,2460,0.798502697,0.01086217
53061041811,3273121,98005,47.870649,-122.251008,6403,0.095359179,0.000405287
53061052706,4984607,0,48.0086872,-122.1211573,5311,0.129929345,0.000600828
53061052707,5286791,0,48.0261678,-122.1149932,3554,0.138237288,0.000637466
53061051804,2355416,0,47.8572159,-122.2638423,3748,0.084739166,0.000283094
53061051803,1597961,0,47.8562368,-122.2815196,5636,0.058979432,0.000192052
53061041812,1869435,0,47.8750642,-122.2668833,5550,0.088570099,0.000224761
53061053602,533591637,7819324,48.0123273,-121.6786912,5640,1.711649685,0.065293049
53061040700,2802554,127998,47.9727623,-122.1967897,4726,0.115177271,0.000353007
53061041903,3410942,0,47.9153115,-122.2579258,6981,0.099500125,0.000410409
53061052206,51545053,656138,47.9277104,-121.9382259,4250,0.377319713,0.006281882
53061041301,4718349,1559795,47.9375653,-122.3042307,5117,0.137307311,0.000755725
53061053505,49999076,327351,48.1098756,-122.0407893,4988,0.536810699,0.0060804
53061053700,1686821712,7128089,48.2383106,-121.4403473,3065,3.012084811,0.204871255
53061042001,4916653,1032640,47.9114849,-122.3146889,5921,0.113577412,0.000715752
53061042003,2759147,576283,47.867766,-122.3238457,3336,0.095355904,0.000400986
53061050200,4530607,1271105,47.8446498,-122.3375715,4154,0.156787856,0.00069713
53061050500,3398340,620460,47.8066452,-122.3782361,6594,0.10544743,0.00048255
53061050600,3194810,1012328,47.7881057,-122.3881006,1271,0.098738442,0.000505001
53061050700,3094948,0,47.7846492,-122.3651016,5863,0.090189661,0.000371464
53061051000,3344887,275673,47.7926729,-122.3232195,4382,0.101133647,0.000434612
53061041400,3291156,0,47.9417245,-122.2038809,5534,0.108029011,0.000396197
53061041607,2915658,0,47.8983789,-122.1734933,3657,0.087279945,0.000350702
53061041000,3072039,0,47.960184,-122.2135269,5380,0.093863473,0.00036995
53061051913,3961009,0,47.7999629,-122.268274,4202,0.119613594,0.000475549
53061051100,2056684,0,47.7839905,-122.3071192,3748,0.069950315,0.000246845
53061051300,2937777,0,47.792372,-122.2912982,7157,0.100579447,0.000352651
53061051400,3998142,34278,47.812927,-122.3065992,7491,0.127186859,0.000484246
53061051500,3285036,0,47.8207615,-122.3264263,5601,0.099347003,0.000394549
53061051701,2491488,0,47.8299717,-122.2999364,5597,0.083650066,0.000299292
53061051601,2449941,0,47.8448193,-122.309282,4767,0.093124866,0.000294384
53061052603,7544166,677178,48.031816,-122.0850872,2434,0.192773199,0.000991433
53061052203,16233726,0,47.8782187,-121.9800353,5213,0.265325845,0.001951884
53061051905,5283922,0,47.8160607,-122.2709145,8009,0.123583726,0.000634568
53061051916,2788078,0,47.7997544,-122.2291906,3677,0.115263316,0.000334728
53061052007,2194449,0,47.8395035,-122.1993428,4663,0.082275122,0.000263658
53061051917,2955045,0,47.7839864,-122.2452217,4045,0.081875653,0.000354667
53061052005,3588279,0,47.8578829,-122.2038669,5491,0.100328087,0.000431275
53061050300,3728320,880998,47.8271431,-122.3568555,5327,0.124786907,0.000553666
53061050401,3335439,0,47.8147486,-122.3495501,7052,0.101961302,0.000400556
53061050402,2847658,0,47.8043922,-122.3499125,5352,0.096991163,0.000341911
53061050800,3193975,2376,47.7932148,-122.3507755,6090,0.090644826,0.000383693
53061051914,3461179,0,47.7843007,-122.2727108,4052,0.085852442,0.000415416
53061052604,3645649,2162658,47.9986056,-122.0930361,4240,0.130743308,0.000699961
53061052607,10156194,0,47.9688262,-122.0745008,5851,0.210196097,0.001223259
53061052903,2985585,383296,48.0531551,-122.1722506,4079,0.09992971,0.000406413
53061053302,89036790,486484,48.2589939,-122.2781367,5555,0.659074223,0.010841158
53061053301,24660154,3357776,48.2560314,-122.3660164,6273,0.326447615,0.003393448
53061053201,46687780,6333315,48.194532,-122.3190817,3918,0.505190678,0.006413836
53061050900,1494173,131551,47.7859889,-122.337135,3233,0.080840002,0.000195128
53061042004,2382616,153461,47.87289,-122.2857111,4166,0.079494666,0.000304887
53061051702,2167087,0,47.8312065,-122.2863838,4707,0.072115138,0.000260329
53061051915,4144041,0,47.8060371,-122.2466566,6863,0.110924281,0.00049758
53061051802,5003614,0,47.839616,-122.2735791,5176,0.126323256,0.000601175
53061052004,3311835,14039,47.868695,-122.2071675,5746,0.105249874,0.000399833
53061051200,2100184,0,47.7978124,-122.3058174,4208,0.066999699,0.000252133
53061042005,6409456,786162,47.883155,-122.314033,5177,0.159345059,0.000865279
53061052006,1933179,0,47.8494716,-122.1963272,4248,0.07479512,0.000232311
53061040200,2559877,433209,48.0044148,-122.187886,5925,0.087865519,0.000360735
53061040100,4798186,4113633,48.0041499,-122.2197294,5382,0.145598622,0.001074141
53061040300,1049263,0,47.9941342,-122.2000385,2937,0.050674581,0.000126439
53061040800,1439691,1525964,47.9780755,-122.2204,2418,0.10319962,0.000357251
53061040400,1703153,725332,47.9862417,-122.2162288,3867,0.11154617,0.000292595
53061041202,2641467,44329,47.9282413,-122.2252643,5791,0.094375066,0.000323242
53061041201,1485820,0,47.9447703,-122.235622,3439,0.058826002,0.000178877
53061041100,2719585,6510,47.9446593,-122.2205112,4570,0.08815582,0.000328191
53061041500,5453096,208594,47.9358943,-122.1869829,1396,0.138893871,0.000681576
53061041805,3330655,0,47.9140418,-122.2226772,5573,0.097367079,0.00040074
53061051602,2051435,0,47.834005,-122.3155946,4129,0.077239286,0.00024645
53061042006,2671333,0,47.8941034,-122.2989299,4544,0.074522849,0.000321289
53061052606,13059402,1094521,48.0041225,-122.0488908,5125,0.221337997,0.00170598
53061052605,4726715,196404,48.0191053,-122.0667747,5842,0.126793794,0.000593551
53061051912,13454200,188595,47.7858501,-122.1074077,2286,0.200422007,0.001637553
53061052401,3869483,279363,47.925866,-122.0952218,4066,0.114065309,0.000499305
53061052107,12464831,0,47.8242011,-122.1557842,3975,0.182449585,0.001497184
53061052108,23399757,0,47.8312189,-122.1027589,5814,0.274479613,0.002810985
53061052904,3509274,45029,48.0510765,-122.149677,5442,0.122227308,0.000428783
53025010100,1360927269,127884526,47.6470649,-119.1859597,3638,2.304855567,0.178218
53025010300,151612614,4101380,47.3647341,-119.4706652,4095,0.796709165,0.018543007
53025010400,82411523,0,47.3329369,-119.5435533,8040,0.591280891,0.009807358
53025011200,568718462,7807553,47.2353603,-119.5761153,4965,1.522560467,0.068469676
53025010700,853624517,73051538,47.0474658,-119.6072369,2755,2.371675952,0.109696595
53025010200,1099414322,5309765,47.2695731,-119.1711767,2965,1.954485154,0.131376962
53025010800,37638241,661334,47.1954182,-119.3166935,4709,0.320678004,0.004546702
53025011000,95323848,5629746,47.1239903,-119.2274402,11087,0.709370648,0.011966348
53025011100,8413479,5524385,47.1024476,-119.3177677,7029,0.237607183,0.001651707
53025010500,716441482,4608536,47.1821484,-119.9073492,2963,2.064553903,0.085708923
53025010600,8427165,0,47.2361917,-119.8562566,6848,0.135385096,0.001001061
53025011300,284863597,5336725,46.9783547,-119.0963794,3938,0.962817411,0.03431172
53025010902,17189099,5202683,47.140482,-119.3135718,9912,0.225189584,0.002655235
53025010901,11243943,79397,47.1741358,-119.2879421,1306,0.152038418,0.001343407
53025011402,1375519803,37516694,46.8123207,-119.7135657,13025,2.222904719,0.166539246
53025011401,268137806,6860972,46.9174129,-119.414507,1845,1.193856054,0.032474068
53061041605,2462205,9609,47.9010872,-122.1958154,5826,0.072843091,0.000297326
53061052207,66955210,280666,47.9021504,-121.8778153,5469,0.481388781,0.008087858
53061052204,9795029,0,47.8667668,-122.0183865,5345,0.167408187,0.001177462
53061053802,22507204,14961,47.8662784,-121.824778,5394,0.282729708,0.002707411
53061041901,8847183,0,47.901657,-122.2789279,4073,0.148430322,0.001064229
53061052104,43475134,6813061,47.98669,-122.1669708,3359,0.635653131,0.006059643
53061052105,51596798,3007428,47.8788198,-122.0930753,1895,0.446900729,0.006565546
53061052301,39269194,731815,47.9615588,-122.0179745,4682,0.33053196,0.00481719
53061052302,34210942,0,47.9119988,-122.0322076,3677,0.303194238,0.004116053
53061052504,7883633,0,47.9658366,-122.1113114,2503,0.144467863,0.000949488
53061052503,4995664,0,47.9865002,-122.1160199,6788,0.114638674,0.000601905
53061052705,15538868,550522,48.0521058,-122.1020985,7206,0.22740626,0.001941063
53061052502,14105285,324180,47.9347064,-122.1187816,4334,0.226433818,0.001736857
53061053102,24484659,726457,48.1387632,-122.2356312,4634,0.289990929,0.003046428
53061053101,27408311,0,48.1730236,-122.2333219,3715,0.290421744,0.003314152
53061053202,22191550,4453471,48.1432722,-122.3444577,4167,0.2561843,0.003219985
53061053400,129789145,349052,48.2773898,-122.1467616,5528,0.785228946,0.0157616
53061053504,11960846,13346,48.1810168,-122.107702,6383,0.206574581,0.001448032
53061052701,20451239,0,48.1245256,-122.1185986,1518,0.225162906,0.002470611
53061052806,3167843,0,48.0834178,-122.1511314,7049,0.078987327,0.000382389
53061052803,14159012,0,48.1334674,-122.1638698,5103,0.179392954,0.001710772
53061052804,6989842,0,48.1045956,-122.160167,6971,0.135149201,0.000844084
53061940001,50450365,7707648,48.0752411,-122.2219208,6462,0.413406306,0.007018856
53061940002,39006152,4834822,48.0961405,-122.3026053,4169,0.361826493,0.005293391
53061053506,257968641,1654225,48.2011528,-121.9823827,5320,1.228951006,0.031410384
53061053801,1137340302,5355421,47.8743738,-121.4514041,3639,2.783938547,0.137409444
53061053803,271321716,5188445,47.8955608,-121.6492101,5253,1.017609576,0.033268134
53061050102,1805956,0,47.8581251,-122.295589,5361,0.064555545,0.000217059
53061050101,2561730,200462,47.8603786,-122.3236642,2686,0.095318908,0.000331995
53061051918,4499644,0,47.7834128,-122.2143856,4973,0.105551911,0.000540045
53061052112,14764507,0,47.8014758,-122.0715773,2607,0.225390161,0.00177264
53061052113,22203613,198741,47.7926846,-122.0212172,3006,0.291126149,0.00268929
53061052402,2427219,42352,47.9150606,-122.0895205,3939,0.084607747,0.000297139
53061052805,4488199,0,48.0859196,-122.1745385,4332,0.119182791,0.000541795
53061041808,1692669,0,47.8908306,-122.230825,4114,0.065472236,0.00020357
53063002100,1223168,0,47.6785992,-117.4420409,2474,0.05990031,0.000146513
53063002300,2519306,224703,47.6668625,-117.4498224,5073,0.101885341,0.000328607
53063002400,2092899,72732,47.6667098,-117.4230915,2484,0.07995423,0.000259349
53063002500,3145971,124396,47.6725685,-117.4004452,8679,0.087548026,0.000391678
53063002600,1996578,82750,47.6726613,-117.3759376,5236,0.072293349,0.000249034
53063002900,1605686,0,47.6468228,-117.3541678,3387,0.058157204,0.000192215
53063003000,1427393,0,47.6505747,-117.3720458,2759,0.070995421,0.000170884
53063003100,2265054,0,47.6458408,-117.39184,4954,0.08767163,0.000271144
53063003200,1241821,0,47.6492995,-117.4146338,2566,0.061663824,0.000148664
53063003500,1628544,107715,47.6575712,-117.4215755,2604,0.068832505,0.000207888
53063003600,4404846,371517,47.6738581,-117.4684527,3906,0.178344933,0.000571988
53063004000,1551939,0,47.6458607,-117.4330688,4953,0.059595255,0.000185777
53063004100,1113243,0,47.6429357,-117.4141235,2098,0.06062851,0.000133256
53063004200,2651375,0,47.6340716,-117.4184943,4739,0.09026197,0.000317317
53063004300,2305353,0,47.6229539,-117.413991,3328,0.075397867,0.000275848
53063004400,2038232,0,47.6210565,-117.3932263,4318,0.067264716,0.000243876
53063004500,2595305,29141,47.6334928,-117.3914198,3564,0.08395842,0.000314093
53063004601,2469389,15828,47.6377312,-117.3709394,3471,0.091543746,0.000297455
53063004700,3227939,0,47.6224621,-117.3689136,6572,0.10478657,0.000386236
53069950100,682138841,61658244,46.2946377,-123.4244583,3978,1.447449484,0.086838529
53063011000,1965308,0,47.7209799,-117.4237552,3583,0.078102064,0.000235596
53063011102,2386858,0,47.7387582,-117.402412,3768,0.069123997,0.000286227
53063012901,2764371,0,47.6645732,-117.208769,2994,0.077442539,0.000331032
53063012902,5261972,0,47.6424471,-117.207381,6891,0.1014845,0.000629855
53063014200,645269483,10593282,47.3660288,-117.630773,3327,1.365846845,0.078115849
53063013300,203916347,0,47.5544674,-117.1765698,2913,1.042740935,0.024368139
53063010304,185945158,2809277,47.9963461,-117.4368395,5805,0.830039084,0.022743778
53063010305,63990268,0,47.8729693,-117.3797423,5979,0.533503325,0.007693194
53063011702,7198708,205969,47.6796683,-117.2341437,5690,0.186156629,0.000886992
53063010401,28180807,0,47.6405894,-117.5907335,6246,0.238999547,0.003373105
53063010402,444993026,9952133,47.7313211,-117.7000917,6937,1.169005977,0.054550153
53063011701,2658661,0,47.6770916,-117.2834586,2316,0.119967578,0.000318449
53063014400,6322500,25434,47.6933186,-117.3521333,4967,0.130323499,0.000760607
53063014500,7876425,135756,47.6604055,-117.371855,2104,0.181001115,0.000959405
53063010503,74190692,376272,47.79278,-117.4998864,6701,0.602037963,0.008950931
53063004602,1643432,0,47.6342736,-117.3550354,3132,0.05675204,0.000196687
53063010202,184070644,0,47.813239,-117.2542892,6983,0.808635377,0.022104635
53063010301,21667422,0,47.9535316,-117.4678184,4266,0.252701487,0.002608961
53063010504,9371197,0,47.8052322,-117.3630103,3546,0.14246668,0.001125194
53063010303,107033392,0,47.8826844,-117.4854659,3022,0.568730753,0.012870412
53063004800,2690949,0,47.6131101,-117.3562984,3326,0.075736492,0.000321927
53063013201,27298616,450633,47.7047884,-117.09595,7403,0.300165988,0.003325268
53063013202,57357387,3020689,47.6366708,-117.0805682,9217,0.418790593,0.00722707
53063013500,150401818,337502,47.5471883,-117.4225846,7653,0.955373323,0.01801209
53063003900,9005387,24822,47.6180263,-117.4222261,2043,0.211363467,0.001080411
53063013800,16913880,0,47.6188317,-117.6481585,2776,0.253099368,0.002023676
53063013900,39457632,5644396,47.5430078,-117.6677258,5752,0.507684979,0.005389575
53063014002,26175794,0,47.5020221,-117.604306,4805,0.45309776,0.003124939
53063014100,280957832,1465014,47.5108353,-117.6587029,5507,1.551078249,0.033735861
53063014001,2801649,0,47.4920078,-117.5772736,5433,0.085990731,0.000334405
53063010100,394819174,4760050,47.8723525,-117.11187,6128,1.248932397,0.048040008
53063014300,861421548,0,47.3762104,-117.24916,3195,1.433700062,0.102596376
53063004900,3973958,0,47.6062713,-117.3829076,5550,0.135445622,0.000475355
53063000900,4291692,0,47.7077852,-117.4717467,6066,0.103504159,0.000514349
53063001000,3820840,175482,47.6968414,-117.4739935,5522,0.145776216,0.000478799
53063003800,3315800,0,47.6481409,-117.4650778,1746,0.099668391,0.000396942
53063010602,8223711,0,47.7432254,-117.4892877,7418,0.162425086,0.000986253
53063011101,1909665,0,47.722285,-117.4032974,5744,0.06072339,0.000228931
53063010700,12163503,0,47.7412843,-117.4521167,5923,0.220108398,0.001458689
53063011201,14965846,0,47.7395618,-117.3775462,7211,0.214141811,0.0017947
53063011202,33198235,0,47.7410089,-117.3331507,4030,0.40163249,0.003981232
53063011300,18618722,325516,47.7023281,-117.2903009,7115,0.292206709,0.002270201
53063011400,23604744,256250,47.6963573,-117.2102305,5473,0.322926479,0.002859139
53063011500,1075573,44096,47.6868207,-117.2980923,1456,0.054973701,0.000134135
53063012200,10273289,218991,47.6738991,-117.3149784,2369,0.16293057,0.001256628
53063012300,6123332,0,47.6479836,-117.3223371,5562,0.142591921,0.000733036
53063012402,31513339,0,47.5986777,-117.2175268,6028,0.29338777,0.003769008
53063012401,15354118,0,47.6272233,-117.2775855,4129,0.204773144,0.001837351
53063013000,10804097,79268,47.6484891,-117.1817075,7487,0.170959627,0.001302776
53063013100,24049179,292959,47.6528447,-117.1432323,9678,0.378520305,0.002914313
53063013401,20088251,0,47.6128554,-117.3242831,4656,0.234507156,0.002403205
53063010201,208421506,235676,47.9501496,-117.2524547,4046,0.860819988,0.025122214
53063005000,10663412,0,47.5885705,-117.3692775,3534,0.214171933,0.001275105
53063013600,31899553,0,47.605426,-117.48358,4101,0.344074087,0.003815684
53063013700,70949023,559436,47.6646868,-117.5288569,3076,0.528409085,0.008563106
53063010800,1239562,0,47.7500587,-117.4083742,2207,0.050302328,0.000148677
53063010900,4907637,0,47.7407582,-117.4218336,4939,0.177156622,0.000588536
53063012000,3171450,0,47.665847,-117.2719116,3973,0.077540012,0.000379788
53063012100,2536468,0,47.6641808,-117.2926967,2610,0.070691555,0.000303738
53063012500,2031119,0,47.6503225,-117.269864,3373,0.063588655,0.00024316
53063012802,2233684,0,47.6356724,-117.2599472,3293,0.072980153,0.000267337
53063010501,9302962,2941,47.7668428,-117.41707,7905,0.214900687,0.00111656
53063011600,1816499,86770,47.6855656,-117.2800786,1786,0.083292005,0.000228007
53063011800,2850519,0,47.6652864,-117.2296372,5018,0.077515073,0.000341353
53063011900,3080708,0,47.6656051,-117.2506167,4352,0.078209463,0.00036892
53063012600,2625436,0,47.649751,-117.2506235,3608,0.072448,0.000314306
53063012701,2655319,0,47.6497343,-117.2289938,3582,0.072390164,0.000317883
53013960200,2249738808,12566851,46.2928505,-117.9116345,4078,2.574662936,0.264161591
53047970800,540881649,6897925,48.2111098,-119.8407282,4930,1.565038121,0.066270368
53047970500,1033046016,8751324,48.5277969,-119.725753,2321,2.385296439,0.126830601
53047970900,3821861089,4515259,48.7033802,-120.3724528,2220,4.276743846,0.467539215
53047971000,1573306938,6146046,48.25896,-120.1421311,3670,3.250124889,0.191260485
53047970700,87521956,740838,48.3024754,-119.7537094,4286,0.755966568,0.010704208
53047970600,40294493,699512,48.4256939,-119.5217293,6714,0.34995653,0.004981273
53047970300,3290060529,30067766,48.7873839,-119.3068549,7308,4.183566718,0.406333609
53047970400,585533063,4559904,48.7004711,-119.4968208,3717,1.702432967,0.072072611
53047940100,923420028,18315136,48.2528216,-118.9373206,2825,1.902464453,0.114029238
53047940200,1748073445,40556476,48.2849057,-119.3942323,3129,2.469443618,0.216641169
53063012702,1437348,0,47.6369857,-117.2252642,2139,0.063440604,0.000172032
53063012801,2506740,0,47.6341175,-117.2396481,4110,0.077671348,0.000300007
53063000200,1881297,0,47.707707,-117.37095,4654,0.061898678,0.000225469
53063000300,1970738,0,47.7078414,-117.3870149,5408,0.06161796,0.000236188
53063000400,1921284,0,47.7078654,-117.4032216,4110,0.060771693,0.000230262
53063000500,1745183,0,47.7078706,-117.4184973,3403,0.057921582,0.000209157
53063000600,1299934,0,47.708114,-117.4311015,3014,0.05090576,0.000155795
53063000700,2154893,0,47.7080925,-117.4451911,4978,0.064541593,0.00025826
53063000800,3571153,0,47.7204678,-117.4614953,4776,0.125685419,0.000428098
53063010601,7486943,627625,47.7314284,-117.5056473,3490,0.263372125,0.000972926
53063001100,2300607,0,47.693006,-117.4451517,3278,0.070873509,0.000275644
53063001200,1000481,0,47.6950548,-117.4311576,2216,0.044418495,0.000119876
53063001300,1577454,0,47.6942591,-117.4183329,3443,0.057506153,0.000189005
53063001400,2617447,0,47.6909026,-117.4033144,6244,0.071874425,0.000313594
53063001500,2290108,0,47.6920183,-117.3876644,5587,0.073133985,0.000274381
53063001600,2104249,0,47.6923217,-117.3712137,3738,0.064084022,0.000252115
53063001800,1601184,67684,47.6791826,-117.3847465,2762,0.077396412,0.000199906
53063001900,1684239,0,47.6814745,-117.4191814,3527,0.056410451,0.000201752
53063002000,1782238,0,47.6784159,-117.4317133,4205,0.067259038,0.000213478
